customerkey,Fullname,age,yearlyincome,numberchildrenathome,englisheducation,englishoccupation,numbercarsowned,City,Gender,MaritalStatus
16298,Adrienne Sanz,53,40000.00,0,Bachelors,Skilled Manual,0,Hamburg,Female,Married
16299,Alison Tang,39,20000.00,0,High School,Manual,1,Solingen,Female,Single
16300,Orlando Martin,39,20000.00,0,High School,Manual,1,Stoke-on-Trent,Male,Single
16301,Omar Cai,40,20000.00,0,High School,Manual,1,Boulogne-sur-Mer,Male,Single
16302,Rosa Zeng,37,20000.00,4,High School,Manual,2,Croix,Female,Single
16303,Tracy Yuan,38,20000.00,5,High School,Manual,2,Darmstadt,Female,Single
16304,Justin Moore,37,20000.00,5,High School,Manual,2,Darmstadt,Male,Single
16305,Stanley Gonzalez,36,30000.00,3,Partial College,Clerical,1,Ingolstadt,Male,Single
16306,Kristine Romero,38,30000.00,3,Partial College,Clerical,2,W. York,Female,Married
16307,Kelli Sun,47,40000.00,0,Bachelors,Skilled Manual,0,Salzgitter,Female,Married
16308,Sheena Chander,47,40000.00,0,Bachelors,Skilled Manual,0,Liverpool,Female,Married
16309,Desiree Ortega,53,40000.00,0,Bachelors,Skilled Manual,0,Dresden,Female,Married
16310,Diana Rubio,48,40000.00,0,Bachelors,Skilled Manual,1,Dunkerque,Female,Married
16311,Carl Beck,48,40000.00,0,Bachelors,Skilled Manual,1,London,Male,Married
16312,Bethany Beck,39,30000.00,3,Partial College,Clerical,2,Paris La Defense,Female,Single
16313,Hailey Russell,38,30000.00,4,Partial College,Clerical,1,Paderborn,Female,Single
16314,Gabriel Ross,39,30000.00,4,Partial College,Clerical,3,Stoke-on-Trent,Male,Single
16315,Garrett Richardson,39,30000.00,5,Partial College,Clerical,3,Paris,Male,Single
16316,Kelli Hu,38,30000.00,0,Partial College,Clerical,1,Berlin,Female,Single
16317,Joel Raman,38,30000.00,0,Partial College,Clerical,1,Oxford,Male,Single
16318,Kellie Moreno,39,30000.00,0,Partial College,Clerical,1,Warrington,Female,Single
16319,Joy Ortega,40,20000.00,0,High School,Manual,1,Bobigny,Female,Single
16320,Rachel Simmons,41,20000.00,0,High School,Manual,1,Dunkerque,Female,Single
16321,Ruth Malhotra,37,10000.00,0,Partial High School,Manual,2,Billericay,Female,Married
16322,Gloria Dominguez,42,10000.00,0,Partial High School,Manual,2,Paris La Defense,Female,Single
16323,Dustin Raje,42,30000.00,0,Partial College,Clerical,1,Versailles,Male,Single
16324,Juan Romero,35,40000.00,1,Bachelors,Skilled Manual,0,Billericay,Male,Married
16325,Emma Williams,103,30000.00,0,Partial College,Clerical,1,Runcorn,Female,Single
16326,Jésus Romero,44,10000.00,0,Partial High School,Manual,2,Bonn,Male,Single
16327,Darren Diaz,37,20000.00,0,Partial High School,Manual,2,Salzgitter,Male,Single
16328,Maurice Rai,43,20000.00,0,Partial High School,Manual,2,West Sussex,Male,Single
16329,Jamie Ye,37,20000.00,0,Partial High School,Manual,2,London,Female,Single
16330,Luke Simmons,43,30000.00,0,Partial College,Clerical,1,Chatou,Male,Single
16331,Erin Richardson,40,40000.00,0,Partial High School,Clerical,2,Newton,Female,Single
16332,Joan Vazquez,68,10000.00,1,Partial High School,Clerical,2,Matraville,Female,Married
16333,Caleb Hill,40,30000.00,0,Partial College,Skilled Manual,1,Everett,Male,Married
16334,Natalie Bailey,39,30000.00,0,Partial College,Skilled Manual,1,Oregon City,Female,Single
16335,Kristen Lu,39,30000.00,0,Partial College,Skilled Manual,2,Bellflower,Female,Single
16336,Jonathan Wright,40,60000.00,0,Partial College,Skilled Manual,2,Downey,Male,Married
16337,Jose White,39,60000.00,0,Partial College,Skilled Manual,2,El Cajon,Male,Married
16338,Barbara Zhang,68,20000.00,1,Partial High School,Clerical,2,Gold Coast,Female,Married
16339,Seth Davis,66,30000.00,0,Partial College,Clerical,2,Townsville,Male,Married
16340,Sean Mitchell,36,20000.00,0,Partial College,Skilled Manual,2,Imperial Beach,Male,Single
16341,Lacey Raji,65,30000.00,0,High School,Skilled Manual,2,Hervey Bay,Female,Married
16342,Gregory Jai,60,30000.00,0,High School,Skilled Manual,2,Cranbourne,Male,Married
16343,Joel Malhotra,54,30000.00,0,High School,Skilled Manual,2,St. Leonards,Male,Married
16344,Xavier King,37,70000.00,0,Partial College,Skilled Manual,2,Santa Cruz,Male,Single
16345,Francis Ramos,61,40000.00,0,Partial College,Skilled Manual,2,Wollongong,Male,Married
16346,Marc Navarro,58,40000.00,0,Partial College,Skilled Manual,2,Milsons Point,Male,Married
16347,Raul Sharma,62,70000.00,0,Graduate Degree,Management,2,Rhodes,Male,Married
16348,Roy Raman,60,80000.00,0,Partial College,Skilled Manual,2,Goulburn,Male,Married
16349,Levi Sai,61,80000.00,0,Partial College,Skilled Manual,2,Bendigo,Male,Single
16350,Fernando Thompson,55,80000.00,0,Partial College,Skilled Manual,2,Sydney,Male,Single
16351,Martha Xu,59,80000.00,0,Partial College,Skilled Manual,2,Rockhampton,Female,Single
16352,Tiffany Gao,55,80000.00,0,Partial College,Skilled Manual,2,Goulburn,Female,Single
16353,Alejandro Xu,41,30000.00,0,Partial College,Skilled Manual,2,Bremerton,Male,Married
16354,Janet Torres,42,30000.00,0,High School,Skilled Manual,2,Marysville,Female,Single
16355,Sam Foster,42,30000.00,0,High School,Skilled Manual,2,Chula Vista,Female,Single
16356,Sophia Baker,41,60000.00,0,Partial College,Skilled Manual,2,Palo Alto,Female,Married
16357,Margaret Russell,42,30000.00,0,High School,Skilled Manual,2,Lincoln Acres,Female,Single
16358,Samuel Jai,43,30000.00,0,High School,Skilled Manual,2,Victoria,Male,Married
16359,Shelby Richardson,63,30000.00,0,High School,Clerical,1,Woodburn,Female,Married
16360,Justin Garcia,62,30000.00,0,High School,Clerical,1,Yakima,Male,Married
16361,Wyatt White,62,40000.00,0,Partial College,Clerical,1,Spring Valley,Male,Married
16362,Joshua Smith,62,40000.00,0,Partial College,Clerical,1,Oakland,Male,Married
16363,Melanie Ramirez,62,40000.00,0,Partial College,Clerical,1,Langley,Female,Married
16364,Shawna Yuan,62,40000.00,0,Partial College,Clerical,1,Chula Vista,Female,Married
16365,Jenna Young,61,40000.00,0,Partial College,Clerical,1,Oak Bay,Female,Married
16366,Isabelle Henderson,50,40000.00,0,Partial College,Clerical,1,Cliffside,Female,Married
16367,Emily Williams,45,80000.00,0,Graduate Degree,Skilled Manual,0,Beaverton,Female,Single
16368,Lauren Williams,57,80000.00,0,Graduate Degree,Skilled Manual,0,Renton,Female,Single
16369,Isabel Powell,55,40000.00,0,Partial College,Clerical,1,Everett,Female,Married
16370,Molly Gonzalez,55,40000.00,0,Partial College,Clerical,1,Cliffside,Female,Married
16371,Caleb Diaz,61,40000.00,0,Partial College,Clerical,1,Concord,Male,Married
16372,Vanessa Foster,48,40000.00,0,Partial College,Clerical,1,Lincoln Acres,Female,Married
16373,Sara Cook,60,40000.00,0,Partial College,Clerical,1,Kirkland,Female,Married
16374,Edward Phillips,59,40000.00,0,Partial College,Clerical,1,Woodburn,Male,Married
16375,Gabriella Hernandez,54,40000.00,0,Partial College,Clerical,1,Spring Valley,Female,Married
16376,Maria Wright,59,40000.00,0,Partial College,Clerical,1,Bellingham,Female,Married
16377,Jordan Adams,53,80000.00,0,Graduate Degree,Skilled Manual,0,Los Angeles,Female,Single
16378,Hailey Baker,59,80000.00,0,Graduate Degree,Skilled Manual,0,Woodburn,Female,Single
16379,Marc Jimenez,53,80000.00,0,Graduate Degree,Skilled Manual,0,Colma,Male,Married
16380,Mariah Torres,47,80000.00,0,Graduate Degree,Skilled Manual,0,Shawnee,Female,Single
16381,Kayla Davis,59,80000.00,0,Graduate Degree,Skilled Manual,0,Burien,Female,Single
16382,Jennifer Davis,59,80000.00,0,Graduate Degree,Skilled Manual,0,Tacoma,Female,Single
16383,Brian Kelly,59,80000.00,0,Graduate Degree,Skilled Manual,0,Redwood City,Male,Single
16384,Jada Reed,58,60000.00,0,Graduate Degree,Skilled Manual,0,Newport Beach,Female,Single
16385,James Perez,57,60000.00,0,Graduate Degree,Skilled Manual,0,Santa Cruz,Male,Married
16386,Philip Moyer,48,20000.00,1,Partial College,Manual,0,York,Male,Single
16387,Douglas Vance,48,20000.00,1,Partial College,Manual,1,Berks,Male,Married
16388,Jay Torres,42,30000.00,0,Bachelors,Clerical,0,Paris,Male,Married
16389,Arturo Shen,42,30000.00,0,Bachelors,Clerical,0,Berlin,Male,Single
16390,Mario Nath,48,30000.00,1,Bachelors,Clerical,0,Offenbach,Male,Single
16391,Sergio Suri,42,30000.00,1,Bachelors,Clerical,0,Verrieres Le Buisson,Male,Single
16392,Kari Raman,47,40000.00,0,Graduate Degree,Clerical,0,Colomiers,Female,Married
16393,Xavier Edwards,36,40000.00,0,Graduate Degree,Clerical,0,Tremblay-en-France,Male,Married
16394,Bryan Bell,43,10000.00,3,High School,Manual,1,Lille,Male,Single
16395,Tara Pal,49,10000.00,3,High School,Manual,1,Paris,Female,Married
16396,Keith Rai,50,10000.00,4,Partial High School,Manual,0,Mühlheim,Male,Single
16397,Andy Navarro,44,20000.00,1,Partial College,Manual,1,Berlin,Male,Married
16398,Emmanuel Rana,49,20000.00,1,High School,Manual,1,Roubaix,Male,Single
16399,Arturo Xu,49,30000.00,1,Bachelors,Clerical,0,Frankfurt,Male,Single
16400,Theodore Ramos,43,30000.00,1,Bachelors,Clerical,0,Pantin,Male,Married
16401,Margaret Gao,49,30000.00,1,Bachelors,Clerical,1,London,Female,Single
16402,Alexander Martin,49,30000.00,1,Bachelors,Clerical,1,Oxford,Male,Single
16403,Byron Suarez,50,20000.00,1,High School,Manual,1,Paris La Defense,Male,Married
16404,Raul Nara,48,40000.00,0,Bachelors,Clerical,0,Paris,Male,Married
16405,Adriana Sai,49,40000.00,0,Bachelors,Clerical,0,Berks,Female,Married
16406,Dakota Henderson,43,40000.00,0,Bachelors,Clerical,0,Oxford,Male,Married
16407,Colleen Zhao,50,30000.00,1,Bachelors,Skilled Manual,2,Milton Keynes,Female,Married
16408,Arthur Madan,51,30000.00,1,Bachelors,Skilled Manual,2,Paris,Male,Married
16409,Ebony Moreno,45,30000.00,1,Bachelors,Skilled Manual,2,Berlin,Female,Married
16410,Joy Navarro,51,10000.00,3,Partial High School,Manual,2,Warrington,Female,Single
16411,Stanley Sanchez,51,10000.00,2,Partial High School,Manual,2,Offenbach,Male,Single
16412,Leah Liang,41,10000.00,2,Partial High School,Manual,2,Croix,Female,Single
16413,Julia Gonzalez,86,10000.00,0,High School,Manual,2,Bottrop,Female,Married
16414,Kelly Flores,52,10000.00,2,Partial High School,Manual,2,Darmstadt,Female,Single
16415,Andre Patel,52,20000.00,3,High School,Manual,0,Tremblay-en-France,Male,Single
16416,Brian Rivera,46,30000.00,2,Partial College,Manual,0,Villeneuve-d'Ascq,Male,Single
16417,Noah Bryant,46,30000.00,2,Partial College,Manual,0,Bury,Male,Single
16418,Katrina Rai,48,10000.00,2,Partial High School,Manual,2,Paris,Female,Single
16419,Lacey Simpson,54,20000.00,3,High School,Manual,1,Frankfurt,Female,Married
16420,Eddie Alonso,47,20000.00,3,High School,Manual,1,Reading,Male,Single
16421,Natasha Diaz,48,20000.00,3,High School,Manual,1,Suresnes,Female,Single
16422,Kurt Xu,42,20000.00,3,High School,Manual,1,Saarbrücken,Male,Single
16423,Sergio Madan,84,10000.00,0,High School,Manual,2,Les Ulis,Male,Single
16424,Brandi Diaz,49,40000.00,0,Bachelors,Professional,0,Paris,Female,Married
16425,Lisa Lu,50,40000.00,0,Bachelors,Professional,0,Roissy en Brie,Female,Married
16426,Jorge Ye,49,40000.00,0,Bachelors,Professional,0,Saint Ouen,Male,Married
16427,Kendra Alonso,44,60000.00,0,Graduate Degree,Skilled Manual,0,Watford,Female,Single
16428,Ryan Ross,53,20000.00,4,High School,Manual,1,Bury,Male,Single
16429,Jaclyn Luo,48,30000.00,0,Partial College,Clerical,1,Saarlouis,Female,Married
16430,Franklin Rai,50,30000.00,2,Partial College,Clerical,1,Paris,Male,Single
16431,Jermaine Rodriguez,45,30000.00,2,Partial College,Clerical,1,Paris,Male,Single
16432,John Garcia,46,30000.00,2,Partial College,Clerical,2,Chatou,Male,Single
16433,Mathew Dominguez,46,30000.00,2,Partial College,Clerical,2,Paris,Male,Married
16434,Taylor Bailey,52,40000.00,0,Bachelors,Skilled Manual,0,Neunkirchen,Female,Married
16435,Steven Cooper,47,40000.00,0,Bachelors,Skilled Manual,0,Newcastle upon Tyne,Male,Married
16436,Ethan Henderson,47,30000.00,2,Partial College,Clerical,3,Roubaix,Male,Single
16437,Jésus Gutierrez,39,20000.00,0,High School,Manual,1,London,Male,Single
16438,Kaitlin Arthur,40,10000.00,0,Partial High School,Manual,2,Paris,Female,Married
16439,Dawn Deng,37,20000.00,4,High School,Manual,2,Paris,Female,Single
16440,Jimmy Martin,37,20000.00,4,High School,Manual,2,Paris,Male,Single
16441,Jason Young,38,20000.00,5,High School,Manual,2,Darmstadt,Male,Married
16442,Luke Gonzalez,36,30000.00,3,Partial College,Clerical,1,Frankfurt,Male,Single
16443,Dawn Gao,39,30000.00,3,Partial College,Clerical,2,Gloucestershire,Female,Single
16444,Erika Carlson,52,40000.00,0,Bachelors,Skilled Manual,0,Runcorn,Female,Married
16445,Caitlin Ward,54,30000.00,0,Partial College,Clerical,1,Bury,Female,Single
16446,Kristine Munoz,54,30000.00,0,Partial College,Clerical,1,Reading,Female,Married
16447,Kate Becker,48,40000.00,0,Bachelors,Skilled Manual,1,Runcorn,Female,Married
16448,Cheryl Martin,54,40000.00,0,Bachelors,Skilled Manual,1,Kiel,Female,Married
16449,Casey Browning,39,30000.00,4,Partial College,Clerical,2,Bracknell,Male,Single
16450,Rebekah Gutierrez,39,30000.00,5,Partial College,Clerical,2,Lille,Female,Single
16451,Karl Stone,38,30000.00,0,Partial College,Clerical,1,Mühlheim,Male,Single
16452,Cassie Luo,38,30000.00,0,Partial College,Clerical,1,Birmingham,Female,Single
16453,Mayra Chandra,40,30000.00,0,Partial College,Clerical,1,Warrington,Female,Single
16454,Marco Suri,40,30000.00,0,Partial College,Clerical,1,West Sussex,Male,Married
16455,Deb Moreno,105,10000.00,0,High School,Manual,2,Saint Germain en Laye,Female,Married
16456,Larry Navarro,41,20000.00,0,High School,Manual,1,Hamburg,Male,Single
16457,Kathleen Martin,41,20000.00,0,Partial High School,Manual,1,Braunschweig,Female,Single
16458,Michele Ruiz,40,30000.00,0,Partial College,Clerical,1,Hamburg,Female,Single
16459,Carolyn Kapoor,41,30000.00,0,Partial College,Clerical,1,Cheltenham,Female,Married
16460,Jodi Xu,40,30000.00,0,Partial College,Clerical,1,York,Female,Single
16461,Rosa Wu,40,30000.00,0,Partial College,Clerical,1,York,Female,Single
16462,Marissa Gonzales,43,20000.00,0,Partial High School,Manual,1,Hamburg,Female,Single
16463,Anna Murphy,41,20000.00,0,Partial High School,Manual,1,Bottrop,Female,Single
16464,Alan Liu,43,10000.00,0,Partial High School,Manual,2,Milton Keynes,Male,Single
16465,Kara Goel,41,20000.00,0,Partial High School,Manual,2,Billericay,Female,Single
16466,Alisha Kumar,42,20000.00,0,Partial High School,Manual,2,Darmstadt,Female,Single
16467,Ronald Srini,42,20000.00,0,Partial High School,Manual,2,Lancaster,Male,Single
16468,Orlando Dominguez,41,30000.00,0,Partial College,Clerical,1,Paris,Male,Single
16469,Michele Tang,41,30000.00,0,Partial College,Clerical,1,Roncq,Female,Single
16470,Wesley Guo,40,40000.00,1,Bachelors,Skilled Manual,0,Stoke-on-Trent,Male,Married
16471,Vanessa Hayes,103,10000.00,0,High School,Manual,2,Chatou,Female,Married
16472,Olivia Robinson,37,20000.00,0,Partial High School,Manual,2,Paris,Female,Single
16473,Dawn Andersen,44,10000.00,0,Partial High School,Manual,2,Berlin,Female,Single
16474,Jay Serrano,44,10000.00,0,Partial High School,Manual,2,Kassel,Male,Married
16475,Kurt Anand,37,20000.00,0,Partial High School,Manual,2,Essen,Male,Single
16476,Shawn Xie,42,30000.00,0,Partial College,Clerical,1,Paris,Male,Single
16477,Anna Gonzales,40,40000.00,0,Partial High School,Clerical,2,Bremerton,Female,Single
16478,Adrian Gray,40,70000.00,0,Partial College,Skilled Manual,2,Oakland,Male,Single
16479,Victoria Brooks,41,60000.00,0,Partial College,Skilled Manual,2,Shawnee,Female,Single
16480,Alan Zhou,62,20000.00,1,Partial High School,Clerical,2,Gold Coast,Male,Married
16481,Madison Bryant,68,20000.00,1,Partial High School,Clerical,2,Melbourne,Female,Single
16482,Tabitha Arthur,65,30000.00,0,Partial College,Clerical,2,Bendigo,Female,Married
16483,Warren Jai,59,40000.00,0,Bachelors,Management,2,Melbourne,Male,Married
16484,Dustin Lal,65,40000.00,0,Partial College,Clerical,2,Springwood,Male,Married
16485,Ian Foster,37,40000.00,0,Partial High School,Clerical,2,Burbank,Male,Single
16486,Rachael Madan,66,30000.00,0,High School,Skilled Manual,2,North Sydney,Female,Married
16487,Brianna Griffin,66,30000.00,0,High School,Skilled Manual,2,Melton,Female,Single
16488,Joel Rodriguez,66,30000.00,0,High School,Skilled Manual,2,Hobart,Male,Married
16489,Frederick Garcia,65,30000.00,0,High School,Skilled Manual,2,Lane Cove,Male,Married
16490,Megan Robinson,37,60000.00,0,Partial College,Skilled Manual,2,San Gabriel,Female,Married
16491,Christian Garcia,38,70000.00,0,Partial College,Skilled Manual,2,Langford,Male,Single
16492,Theodore Sanz,65,40000.00,0,Partial College,Clerical,2,Wollongong,Male,Married
16493,Brenda Fernandez,61,40000.00,0,Partial College,Skilled Manual,2,Seaford,Female,Married
16494,Jordyn Simmons,55,80000.00,0,Partial College,Skilled Manual,2,Warrnambool,Female,Single
16495,Monique Ramos,60,80000.00,0,Partial College,Skilled Manual,2,Warrnambool,Female,Single
16496,Dawn Tang,55,80000.00,0,Partial College,Skilled Manual,2,Darlinghurst,Female,Single
16497,Julia Peterson,41,30000.00,0,Partial College,Skilled Manual,2,Sooke,Female,Single
16498,Hunter Jones,41,30000.00,0,Partial College,Skilled Manual,2,Issaquah,Male,Single
16499,Danielle Kelly,41,30000.00,0,High School,Skilled Manual,2,Lynnwood,Female,Single
16500,Chloe Perry,42,30000.00,0,High School,Skilled Manual,2,Renton,Female,Single
16501,Vanessa Wood,41,30000.00,0,High School,Skilled Manual,2,Seattle,Female,Single
16502,Jackson Parker,43,30000.00,0,High School,Skilled Manual,2,Woodburn,Male,Single
16503,Christian Anderson,42,60000.00,0,Partial College,Skilled Manual,2,Mill Valley,Male,Married
16504,Justin Russell,42,30000.00,0,High School,Skilled Manual,2,San Diego,Male,Single
16505,Erin Gray,37,30000.00,0,High School,Skilled Manual,2,Fremont,Female,Single
16506,Catherine Murphy,38,60000.00,0,Partial College,Skilled Manual,2,Metchosin,Female,Married
16507,Tracy Nath,77,10000.00,0,Bachelors,Clerical,1,Orleans,Female,Married
16508,Brent Zhu,77,10000.00,0,Bachelors,Clerical,1,Pantin,Male,Married
16509,Veronica Sai,75,30000.00,0,Bachelors,Clerical,0,London,Female,Married
16510,Brad Nara,74,10000.00,0,Partial College,Manual,1,Paris,Male,Married
16511,Joe Raman,75,30000.00,0,Bachelors,Clerical,0,Cambridge,Male,Married
16512,Ricardo Sharma,74,40000.00,0,Graduate Degree,Clerical,0,York,Male,Single
16513,Ronnie Wagner,73,10000.00,0,Partial College,Manual,1,Lieusaint,Male,Single
16514,Manuel Fernandez,35,10000.00,0,Partial College,Manual,1,Malabar,Male,Single
16515,Troy Sai,35,10000.00,0,Partial College,Manual,1,Hobart,Male,Married
16516,Melvin She,34,20000.00,0,Bachelors,Clerical,0,Townsville,Male,Married
16517,Katrina Raji,38,10000.00,1,High School,Manual,0,Wollongong,Female,Married
16518,Krystal Holt,39,10000.00,1,High School,Manual,0,Cranbourne,Female,Single
16519,Yolanda Chander,38,10000.00,1,High School,Manual,0,Hervey Bay,Female,Single
16520,Misty Raji,38,10000.00,1,High School,Manual,0,Bendigo,Female,Married
16521,Tonya She,35,10000.00,1,High School,Manual,0,Hawthorne,Female,Single
16522,Casey Pal,35,10000.00,1,High School,Manual,0,Caloundra,Female,Married
